user_id,content,status,end_date
685df192a2cd54b0683ea362,데이터 분석,To do,2025-06-19
685df192a2cd54b0683ea362,회의 준비,Done,2025-06-22
685df192a2cd54b0683ea362,보고서 작성,In Progress,2025-06-18
685df192a2cd54b0683ea362,장비 점검,To do,2025-06-10
685df192a2cd54b0683ea362,업데이트 적용,In Progress,2025-06-22
685df192a2cd54b0683ea362,회의록 작성,Done,2025-06-13
685df192a2cd54b0683ea362,시연 준비,Done,2025-06-05
685df192a2cd54b0683ea362,회의록 작성,To do,2025-06-14
685df192a2cd54b0683ea363,업데이트 적용,Done,2025-06-23
685df192a2cd54b0683ea363,사내 교육,To do,2025-06-18
685df192a2cd54b0683ea363,설계 문서 검토,Done,2025-06-02
685df192a2cd54b0683ea363,업무 공유,To do,2025-06-27
685df192a2cd54b0683ea363,오류 수정,Done,2025-06-15
685df192a2cd54b0683ea363,시연 준비,To do,2025-06-19
685df192a2cd54b0683ea363,회의 준비,In Progress,2025-06-14
685df192a2cd54b0683ea363,고객 응대,In Progress,2025-06-19
685df192a2cd54b0683ea363,데이터 분석,Done,2025-06-12
685df192a2cd54b0683ea363,사내 교육,To do,2025-06-02
685df192a2cd54b0683ea364,문서 작성,Done,2025-06-04
685df192a2cd54b0683ea364,업무 공유,Done,2025-06-22
685df192a2cd54b0683ea364,기능 테스트,To do,2025-06-05
685df192a2cd54b0683ea364,자료 정리,In Progress,2025-06-26
685df192a2cd54b0683ea364,시연 준비,In Progress,2025-06-05
685df192a2cd54b0683ea364,문서 작성,To do,2025-06-17
685df192a2cd54b0683ea364,자료 정리,To do,2025-06-12
685df192a2cd54b0683ea364,회식 준비,Done,2025-06-27
685df192a2cd54b0683ea364,자료 정리,To do,2025-06-29
685df192a2cd54b0683ea364,데이터 분석,To do,2025-06-24
685df192a2cd54b0683ea365,메일 확인,In Progress,2025-07-01
685df192a2cd54b0683ea365,문서 작성,To do,2025-06-16
685df192a2cd54b0683ea365,고객 응대,To do,2025-06-18
685df192a2cd54b0683ea365,업무 공유,In Progress,2025-06-30
685df192a2cd54b0683ea365,회의 준비,To do,2025-06-14
685df192a2cd54b0683ea365,오류 수정,Done,2025-06-06
685df192a2cd54b0683ea365,자료 정리,Done,2025-06-26
685df192a2cd54b0683ea365,설계 문서 검토,Done,2025-06-27
685df192a2cd54b0683ea365,회의록 작성,Done,2025-06-20
685df192a2cd54b0683ea365,코드 리뷰,To do,2025-06-19
685df192a2cd54b0683ea366,자료 정리,Done,2025-06-25
685df192a2cd54b0683ea366,사내 교육,In Progress,2025-06-28
685df192a2cd54b0683ea366,기능 테스트,To do,2025-06-03
685df192a2cd54b0683ea366,회의 준비,Done,2025-06-26
685df192a2cd54b0683ea366,업무 공유,Done,2025-06-30
685df192a2cd54b0683ea366,설계 문서 검토,Done,2025-06-02
685df192a2cd54b0683ea366,메일 확인,Done,2025-06-18
685df192a2cd54b0683ea366,장비 점검,Done,2025-06-06
685df192a2cd54b0683ea366,메일 확인,Done,2025-06-20
685df192a2cd54b0683ea366,코드 리뷰,In Progress,2025-07-01
685df192a2cd54b0683ea367,보고서 작성,To do,2025-06-25
685df192a2cd54b0683ea367,코드 리뷰,In Progress,2025-06-11
685df192a2cd54b0683ea367,자료 정리,In Progress,2025-06-28
685df192a2cd54b0683ea367,발표 자료 제작,Done,2025-06-08
685df192a2cd54b0683ea367,일정 조율,Done,2025-06-14
685df192a2cd54b0683ea367,장비 점검,To do,2025-06-19
685df192a2cd54b0683ea367,회의록 작성,To do,2025-06-11
685df192a2cd54b0683ea367,보고서 작성,To do,2025-06-25
685df192a2cd54b0683ea367,문서 작성,To do,2025-06-25
685df192a2cd54b0683ea367,업데이트 적용,To do,2025-06-07
685df192a2cd54b0683ea368,보고서 작성,Done,2025-06-08
685df192a2cd54b0683ea368,회의 준비,Done,2025-06-12
685df192a2cd54b0683ea368,보고서 작성,Done,2025-06-30
685df192a2cd54b0683ea368,회식 준비,Done,2025-06-04
685df192a2cd54b0683ea368,자료 정리,To do,2025-06-28
685df192a2cd54b0683ea368,일정 조율,Done,2025-06-13
685df192a2cd54b0683ea368,설계 문서 검토,Done,2025-06-08
685df192a2cd54b0683ea368,설계 문서 검토,In Progress,2025-06-23
685df192a2cd54b0683ea368,데이터 분석,Done,2025-06-15
685df192a2cd54b0683ea368,회의 준비,To do,2025-06-16
685df192a2cd54b0683ea369,발표 자료 제작,To do,2025-06-13
685df192a2cd54b0683ea369,일정 조율,In Progress,2025-06-16
685df192a2cd54b0683ea369,기능 테스트,Done,2025-06-10
685df192a2cd54b0683ea369,사내 교육,In Progress,2025-06-13
685df192a2cd54b0683ea369,일정 조율,To do,2025-06-14
685df192a2cd54b0683ea369,회의록 작성,To do,2025-06-12
685df192a2cd54b0683ea369,일정 조율,Done,2025-06-19
685df192a2cd54b0683ea369,설계 문서 검토,Done,2025-06-09
685df192a2cd54b0683ea369,업무 공유,To do,2025-06-12
685df192a2cd54b0683ea369,회식 준비,In Progress,2025-06-30
685df192a2cd54b0683ea36a,코드 리뷰,In Progress,2025-06-30
685df192a2cd54b0683ea36a,데이터 분석,In Progress,2025-06-26
685df192a2cd54b0683ea36a,시연 준비,To do,2025-06-29
685df192a2cd54b0683ea36a,시연 준비,To do,2025-06-19
685df192a2cd54b0683ea36a,회의 준비,To do,2025-06-09
685df192a2cd54b0683ea36a,업무 공유,Done,2025-06-07
685df192a2cd54b0683ea36a,오류 수정,Done,2025-06-13
685df192a2cd54b0683ea36a,장비 점검,To do,2025-06-04
685df192a2cd54b0683ea36a,장비 점검,Done,2025-06-08
685df192a2cd54b0683ea36a,사내 교육,To do,2025-06-07
685df192a2cd54b0683ea36b,회의록 작성,Done,2025-06-25
685df192a2cd54b0683ea36b,메일 확인,To do,2025-06-07
685df192a2cd54b0683ea36b,시연 준비,To do,2025-06-04
685df192a2cd54b0683ea36b,코드 리뷰,To do,2025-06-14
685df192a2cd54b0683ea36b,기능 테스트,In Progress,2025-06-30
685df192a2cd54b0683ea36b,장비 점검,In Progress,2025-06-28
685df192a2cd54b0683ea36b,회의록 작성,Done,2025-06-22
685df192a2cd54b0683ea36b,업데이트 적용,In Progress,2025-06-09
685df192a2cd54b0683ea36b,장비 점검,To do,2025-06-23
685df192a2cd54b0683ea36b,회의 준비,In Progress,2025-06-23
685df192a2cd54b0683ea36c,시연 준비,In Progress,2025-06-05
685df192a2cd54b0683ea36c,업데이트 적용,In Progress,2025-06-06
685df192a2cd54b0683ea36c,장비 점검,To do,2025-06-11
685df192a2cd54b0683ea36c,보고서 작성,Done,2025-06-09
685df192a2cd54b0683ea36c,사내 교육,To do,2025-06-14
685df192a2cd54b0683ea36c,사내 교육,To do,2025-06-13
685df192a2cd54b0683ea36c,회의 준비,In Progress,2025-06-26
685df192a2cd54b0683ea36c,메일 확인,In Progress,2025-06-20
685df192a2cd54b0683ea36c,문서 작성,Done,2025-06-25
685df192a2cd54b0683ea36c,기능 테스트,In Progress,2025-06-10
685df192a2cd54b0683ea36d,시연 준비,To do,2025-06-24
685df192a2cd54b0683ea36d,장비 점검,To do,2025-06-22
685df192a2cd54b0683ea36d,업무 공유,In Progress,2025-07-01
685df192a2cd54b0683ea36d,오류 수정,Done,2025-06-27
685df192a2cd54b0683ea36d,기능 테스트,To do,2025-06-16
685df192a2cd54b0683ea36d,일정 조율,To do,2025-06-07
685df192a2cd54b0683ea36d,기능 테스트,To do,2025-06-13
685df192a2cd54b0683ea36d,일정 조율,To do,2025-06-12
685df192a2cd54b0683ea36d,오류 수정,To do,2025-06-11
685df192a2cd54b0683ea36d,보고서 작성,To do,2025-06-23
685df192a2cd54b0683ea36e,설계 문서 검토,Done,2025-06-14
685df192a2cd54b0683ea36e,고객 응대,To do,2025-06-08
685df192a2cd54b0683ea36e,코드 리뷰,To do,2025-06-11
685df192a2cd54b0683ea36e,회식 준비,To do,2025-06-28
685df192a2cd54b0683ea36e,코드 리뷰,Done,2025-06-24
685df192a2cd54b0683ea36e,오류 수정,In Progress,2025-06-16
685df192a2cd54b0683ea36e,코드 리뷰,Done,2025-06-24
685df192a2cd54b0683ea36e,자료 정리,To do,2025-06-30
685df192a2cd54b0683ea36e,업무 공유,In Progress,2025-06-05
685df192a2cd54b0683ea36e,기능 테스트,In Progress,2025-06-15
685df192a2cd54b0683ea36f,발표 자료 제작,Done,2025-06-27
685df192a2cd54b0683ea36f,회의록 작성,To do,2025-06-03
685df192a2cd54b0683ea36f,발표 자료 제작,In Progress,2025-06-08
685df192a2cd54b0683ea36f,회의 준비,Done,2025-06-03
685df192a2cd54b0683ea36f,회의 준비,In Progress,2025-06-17
685df192a2cd54b0683ea36f,보고서 작성,To do,2025-06-10
685df192a2cd54b0683ea36f,자료 정리,Done,2025-06-18
685df192a2cd54b0683ea36f,고객 응대,In Progress,2025-06-10
685df192a2cd54b0683ea36f,업데이트 적용,In Progress,2025-06-24
685df192a2cd54b0683ea36f,오류 수정,Done,2025-06-09
685df192a2cd54b0683ea370,회식 준비,Done,2025-06-11
685df192a2cd54b0683ea370,설계 문서 검토,In Progress,2025-06-16
685df192a2cd54b0683ea370,데이터 분석,Done,2025-06-18
685df192a2cd54b0683ea370,사내 교육,To do,2025-06-20
685df192a2cd54b0683ea370,장비 점검,Done,2025-06-02
685df192a2cd54b0683ea370,업무 공유,Done,2025-06-11
685df192a2cd54b0683ea370,일정 조율,To do,2025-07-01
685df192a2cd54b0683ea370,기능 테스트,Done,2025-06-28
685df192a2cd54b0683ea370,오류 수정,To do,2025-06-27
685df192a2cd54b0683ea370,오류 수정,In Progress,2025-06-29
685df192a2cd54b0683ea371,보고서 작성,To do,2025-06-06
685df192a2cd54b0683ea371,업무 공유,Done,2025-06-02
685df192a2cd54b0683ea371,설계 문서 검토,To do,2025-06-10
685df192a2cd54b0683ea371,발표 자료 제작,Done,2025-06-05
685df192a2cd54b0683ea371,사내 교육,In Progress,2025-06-28
685df192a2cd54b0683ea371,시연 준비,To do,2025-06-28
685df192a2cd54b0683ea371,사내 교육,To do,2025-06-05
685df192a2cd54b0683ea371,일정 조율,To do,2025-06-28
685df192a2cd54b0683ea371,사내 교육,To do,2025-06-06
685df192a2cd54b0683ea371,회의록 작성,In Progress,2025-06-25
685df192a2cd54b0683ea372,회의 준비,In Progress,2025-06-03
685df192a2cd54b0683ea372,자료 정리,In Progress,2025-06-24
685df192a2cd54b0683ea372,설계 문서 검토,To do,2025-06-04
685df192a2cd54b0683ea372,사내 교육,In Progress,2025-06-19
685df192a2cd54b0683ea372,오류 수정,Done,2025-06-18
685df192a2cd54b0683ea372,데이터 분석,To do,2025-06-12
685df192a2cd54b0683ea372,시연 준비,To do,2025-06-20
685df192a2cd54b0683ea372,오류 수정,To do,2025-06-19
685df192a2cd54b0683ea372,사내 교육,Done,2025-06-10
685df192a2cd54b0683ea372,문서 작성,To do,2025-06-19
685df192a2cd54b0683ea373,장비 점검,In Progress,2025-06-24
685df192a2cd54b0683ea373,자료 정리,To do,2025-06-07
685df192a2cd54b0683ea373,시연 준비,In Progress,2025-06-10
685df192a2cd54b0683ea373,시연 준비,In Progress,2025-06-11
685df192a2cd54b0683ea373,메일 확인,To do,2025-06-22
685df192a2cd54b0683ea373,발표 자료 제작,To do,2025-06-04
685df192a2cd54b0683ea373,코드 리뷰,Done,2025-06-06
685df192a2cd54b0683ea373,일정 조율,In Progress,2025-06-08
685df192a2cd54b0683ea373,장비 점검,In Progress,2025-06-24
685df192a2cd54b0683ea373,문서 작성,To do,2025-06-15
685df192a2cd54b0683ea374,회식 준비,Done,2025-06-24
685df192a2cd54b0683ea374,회식 준비,To do,2025-06-16
685df192a2cd54b0683ea374,사내 교육,Done,2025-06-11
685df192a2cd54b0683ea374,보고서 작성,Done,2025-06-11
685df192a2cd54b0683ea374,회의록 작성,In Progress,2025-06-19
685df192a2cd54b0683ea374,발표 자료 제작,In Progress,2025-06-09
685df192a2cd54b0683ea374,보고서 작성,In Progress,2025-06-15
685df192a2cd54b0683ea374,설계 문서 검토,To do,2025-06-07
685df192a2cd54b0683ea374,사내 교육,To do,2025-06-04
685df192a2cd54b0683ea374,데이터 분석,Done,2025-06-05
685df192a2cd54b0683ea375,회의록 작성,To do,2025-06-19
685df192a2cd54b0683ea375,오류 수정,To do,2025-06-05
685df192a2cd54b0683ea375,보고서 작성,Done,2025-06-17
685df192a2cd54b0683ea375,사내 교육,In Progress,2025-06-24
685df192a2cd54b0683ea375,회의록 작성,In Progress,2025-06-15
685df192a2cd54b0683ea375,업무 공유,To do,2025-06-29
685df192a2cd54b0683ea375,데이터 분석,In Progress,2025-06-21
685df192a2cd54b0683ea375,오류 수정,Done,2025-06-17
685df192a2cd54b0683ea375,문서 작성,In Progress,2025-06-26
685df192a2cd54b0683ea375,설계 문서 검토,To do,2025-06-27
685df192a2cd54b0683ea376,문서 작성,Done,2025-06-09
685df192a2cd54b0683ea376,사내 교육,Done,2025-06-25
685df192a2cd54b0683ea376,회의록 작성,To do,2025-06-19
685df192a2cd54b0683ea376,데이터 분석,To do,2025-06-15
685df192a2cd54b0683ea376,기능 테스트,In Progress,2025-06-26
685df192a2cd54b0683ea376,메일 확인,In Progress,2025-06-28
685df192a2cd54b0683ea376,보고서 작성,To do,2025-06-23
685df192a2cd54b0683ea376,회의 준비,In Progress,2025-07-01
685df192a2cd54b0683ea376,메일 확인,To do,2025-06-08
685df192a2cd54b0683ea376,회식 준비,To do,2025-06-11
685df192a2cd54b0683ea377,사내 교육,In Progress,2025-06-09
685df192a2cd54b0683ea377,오류 수정,Done,2025-06-20
685df192a2cd54b0683ea377,사내 교육,To do,2025-06-13
685df192a2cd54b0683ea377,자료 정리,In Progress,2025-06-26
685df192a2cd54b0683ea377,오류 수정,In Progress,2025-06-03
685df192a2cd54b0683ea377,발표 자료 제작,To do,2025-06-19
685df192a2cd54b0683ea377,회의록 작성,In Progress,2025-06-25
685df192a2cd54b0683ea377,메일 확인,Done,2025-06-24
685df192a2cd54b0683ea377,시연 준비,Done,2025-06-02
685df192a2cd54b0683ea377,보고서 작성,To do,2025-06-08
685df192a2cd54b0683ea378,사내 교육,Done,2025-06-20
685df192a2cd54b0683ea378,고객 응대,To do,2025-06-06
685df192a2cd54b0683ea378,코드 리뷰,In Progress,2025-06-09
685df192a2cd54b0683ea378,메일 확인,In Progress,2025-06-17
685df192a2cd54b0683ea378,시연 준비,In Progress,2025-06-30
685df192a2cd54b0683ea378,보고서 작성,Done,2025-06-27
685df192a2cd54b0683ea378,업데이트 적용,In Progress,2025-07-01
685df192a2cd54b0683ea378,데이터 분석,Done,2025-06-12
685df192a2cd54b0683ea378,회의록 작성,In Progress,2025-06-24
685df192a2cd54b0683ea378,사내 교육,Done,2025-06-06
685df192a2cd54b0683ea379,코드 리뷰,Done,2025-06-08
685df192a2cd54b0683ea379,고객 응대,In Progress,2025-06-14
685df192a2cd54b0683ea379,보고서 작성,In Progress,2025-06-24
685df192a2cd54b0683ea379,보고서 작성,Done,2025-06-14
685df192a2cd54b0683ea379,일정 조율,To do,2025-06-20
685df192a2cd54b0683ea379,일정 조율,In Progress,2025-06-07
685df192a2cd54b0683ea379,회의 준비,In Progress,2025-06-11
685df192a2cd54b0683ea379,기능 테스트,Done,2025-06-16
685df192a2cd54b0683ea379,자료 정리,In Progress,2025-06-02
685df192a2cd54b0683ea379,업무 공유,To do,2025-06-25
685df192a2cd54b0683ea37a,업데이트 적용,To do,2025-06-15
685df192a2cd54b0683ea37a,업데이트 적용,In Progress,2025-06-25
685df192a2cd54b0683ea37a,보고서 작성,In Progress,2025-06-21
685df192a2cd54b0683ea37a,발표 자료 제작,Done,2025-06-28
685df192a2cd54b0683ea37a,데이터 분석,To do,2025-06-18
685df192a2cd54b0683ea37a,보고서 작성,In Progress,2025-06-14
685df192a2cd54b0683ea37a,회의록 작성,In Progress,2025-06-07
685df192a2cd54b0683ea37a,장비 점검,In Progress,2025-07-01
685df192a2cd54b0683ea37a,오류 수정,To do,2025-06-03
685df192a2cd54b0683ea37a,회의록 작성,To do,2025-06-22
685df192a2cd54b0683ea37b,회의록 작성,In Progress,2025-06-27
685df192a2cd54b0683ea37b,업데이트 적용,Done,2025-06-23
685df192a2cd54b0683ea37b,보고서 작성,In Progress,2025-06-15
685df192a2cd54b0683ea37b,회식 준비,Done,2025-06-21
685df192a2cd54b0683ea37b,일정 조율,In Progress,2025-06-29
685df192a2cd54b0683ea37b,사내 교육,In Progress,2025-06-15
685df192a2cd54b0683ea37b,회식 준비,To do,2025-06-03
685df192a2cd54b0683ea37b,회의록 작성,Done,2025-06-29
685df192a2cd54b0683ea37b,회의 준비,To do,2025-06-29
685df192a2cd54b0683ea37b,설계 문서 검토,Done,2025-06-19
685df192a2cd54b0683ea37c,발표 자료 제작,In Progress,2025-06-25
685df192a2cd54b0683ea37c,보고서 작성,In Progress,2025-06-16
685df192a2cd54b0683ea37c,자료 정리,Done,2025-06-16
685df192a2cd54b0683ea37c,기능 테스트,To do,2025-06-23
685df192a2cd54b0683ea37c,데이터 분석,Done,2025-06-26
685df192a2cd54b0683ea37c,발표 자료 제작,In Progress,2025-06-21
685df192a2cd54b0683ea37c,업데이트 적용,In Progress,2025-06-24
685df192a2cd54b0683ea37c,기능 테스트,In Progress,2025-06-19
685df192a2cd54b0683ea37c,자료 정리,In Progress,2025-06-17
685df192a2cd54b0683ea37c,메일 확인,In Progress,2025-06-05
685df192a2cd54b0683ea37d,업데이트 적용,To do,2025-06-07
685df192a2cd54b0683ea37d,업무 공유,Done,2025-06-12
685df192a2cd54b0683ea37d,시연 준비,Done,2025-06-14
685df192a2cd54b0683ea37d,회의 준비,To do,2025-06-16
685df192a2cd54b0683ea37d,발표 자료 제작,To do,2025-06-19
685df192a2cd54b0683ea37d,데이터 분석,To do,2025-06-18
685df192a2cd54b0683ea37d,업데이트 적용,Done,2025-06-04
685df192a2cd54b0683ea37d,시연 준비,In Progress,2025-06-17
685df192a2cd54b0683ea37d,설계 문서 검토,To do,2025-06-26
685df192a2cd54b0683ea37d,코드 리뷰,To do,2025-06-03
685df192a2cd54b0683ea37e,회의 준비,Done,2025-06-05
685df192a2cd54b0683ea37e,코드 리뷰,Done,2025-06-30
685df192a2cd54b0683ea37e,일정 조율,Done,2025-06-18
685df192a2cd54b0683ea37e,자료 정리,To do,2025-06-02
685df192a2cd54b0683ea37e,고객 응대,To do,2025-06-28
685df192a2cd54b0683ea37e,업데이트 적용,To do,2025-06-25
685df192a2cd54b0683ea37e,업데이트 적용,Done,2025-07-01
685df192a2cd54b0683ea37e,코드 리뷰,Done,2025-06-23
685df192a2cd54b0683ea37e,보고서 작성,To do,2025-06-25
685df192a2cd54b0683ea37e,업무 공유,Done,2025-06-16
685df192a2cd54b0683ea37f,데이터 분석,To do,2025-06-22
685df192a2cd54b0683ea37f,설계 문서 검토,Done,2025-06-03
685df192a2cd54b0683ea37f,장비 점검,To do,2025-06-25
685df192a2cd54b0683ea37f,설계 문서 검토,In Progress,2025-06-14
685df192a2cd54b0683ea37f,문서 작성,To do,2025-06-19
685df192a2cd54b0683ea37f,발표 자료 제작,In Progress,2025-06-28
685df192a2cd54b0683ea37f,데이터 분석,Done,2025-06-16
685df192a2cd54b0683ea37f,일정 조율,In Progress,2025-06-07
685df192a2cd54b0683ea37f,일정 조율,To do,2025-06-02
685df192a2cd54b0683ea37f,보고서 작성,Done,2025-06-10
685df192a2cd54b0683ea380,사내 교육,Done,2025-06-08
685df192a2cd54b0683ea380,코드 리뷰,To do,2025-06-06
685df192a2cd54b0683ea380,일정 조율,Done,2025-06-04
685df192a2cd54b0683ea380,메일 확인,Done,2025-06-18
685df192a2cd54b0683ea380,일정 조율,To do,2025-06-18
685df192a2cd54b0683ea380,문서 작성,Done,2025-07-01
685df192a2cd54b0683ea380,회의 준비,To do,2025-06-13
685df192a2cd54b0683ea380,설계 문서 검토,In Progress,2025-06-02
685df192a2cd54b0683ea380,기능 테스트,In Progress,2025-06-25
685df192a2cd54b0683ea380,업무 공유,Done,2025-06-14
685df192a2cd54b0683ea381,발표 자료 제작,To do,2025-06-05
685df192a2cd54b0683ea381,업무 공유,To do,2025-06-16
685df192a2cd54b0683ea381,회의 준비,In Progress,2025-06-24
685df192a2cd54b0683ea381,설계 문서 검토,Done,2025-06-14
685df192a2cd54b0683ea381,메일 확인,In Progress,2025-06-12
685df192a2cd54b0683ea381,보고서 작성,Done,2025-06-21
685df192a2cd54b0683ea381,메일 확인,In Progress,2025-06-24
685df192a2cd54b0683ea381,코드 리뷰,To do,2025-06-05
685df192a2cd54b0683ea381,업무 공유,In Progress,2025-06-11
685df192a2cd54b0683ea381,자료 정리,Done,2025-06-18
685df192a2cd54b0683ea382,사내 교육,Done,2025-06-28
685df192a2cd54b0683ea382,고객 응대,In Progress,2025-06-15
685df192a2cd54b0683ea382,기능 테스트,Done,2025-06-03
685df192a2cd54b0683ea382,메일 확인,Done,2025-06-18
685df192a2cd54b0683ea382,오류 수정,To do,2025-06-02
685df192a2cd54b0683ea382,장비 점검,In Progress,2025-06-14
685df192a2cd54b0683ea382,일정 조율,To do,2025-06-22
685df192a2cd54b0683ea382,업데이트 적용,Done,2025-06-21
685df192a2cd54b0683ea382,회의록 작성,In Progress,2025-06-27
685df192a2cd54b0683ea382,데이터 분석,In Progress,2025-06-15
685df192a2cd54b0683ea383,데이터 분석,Done,2025-06-06
685df192a2cd54b0683ea383,설계 문서 검토,Done,2025-06-22
685df192a2cd54b0683ea383,시연 준비,To do,2025-06-05
685df192a2cd54b0683ea383,업무 공유,In Progress,2025-06-12
685df192a2cd54b0683ea383,발표 자료 제작,In Progress,2025-06-20
685df192a2cd54b0683ea383,코드 리뷰,Done,2025-06-10
685df192a2cd54b0683ea383,데이터 분석,In Progress,2025-06-18
685df192a2cd54b0683ea383,일정 조율,In Progress,2025-06-21
685df192a2cd54b0683ea383,코드 리뷰,To do,2025-06-16
685df192a2cd54b0683ea383,보고서 작성,To do,2025-06-29
685df192a2cd54b0683ea384,회의 준비,In Progress,2025-06-14
685df192a2cd54b0683ea384,기능 테스트,In Progress,2025-06-24
685df192a2cd54b0683ea384,문서 작성,To do,2025-06-24
685df192a2cd54b0683ea384,발표 자료 제작,In Progress,2025-06-29
685df192a2cd54b0683ea384,업데이트 적용,In Progress,2025-06-03
685df192a2cd54b0683ea384,문서 작성,To do,2025-06-11
